;Paramètre;VIF;cos_teta;R_2;Teta
199;MGE30602ASEB14042012CRYO;18.17124205008222;0.972094639724376;0.9449679885808645;13.567398547043672
200;MGN30604TRJB14042012CRYO;5.7379228479318565;0.9086918648225796;0.8257209051947372;24.674801696838077
201;MGE30604TRJB14042012CRYO;67.73902043484743;0.9925912854650978;0.9852374599812553;6.978748638853206
202;MGN30606HEMB14042012CRYO;4.465582312807302;0.8809455370438906;0.7760650392375487;28.24336583555609
203;MGE30606HEMB14042012CRYO;22.214192576247186;0.9772326918853426;0.9549837340894729;12.249571870170959
204;MGN31906PDMB14042012CRYO;7.131800622608973;0.9272448200115821;0.8597829562383115;21.990673505055305
205;MGE31906PDMB14042012CRYO;16.92642712296284;0.9700107146860465;0.9409207866057347;14.067342252446887
206;MGN32809LICB14042012CRYO;3.3121651269991363;0.835513426342067;0.6980826855978607;33.33066244095046
207;MGE32809LICB14042012CRYO;7.4736574326676966;0.9306968914139991;0.8661967036876812;21.4562905484379
208;MGN39601SALB14042012CRYO;6.0358490247960574;0.9134129543284593;0.8343232251350441;24.018658523871725
209;MGE39601SALB14042012CRYO;39.76116305202189;0.9873448385723332;0.9748498302554268;9.12495112186038
210;MGN39901DJIB14042012CRYO;5.270218779958983;0.9001414091417418;0.8102545564516805;25.823338933361395
211;MGE39901DJIB14042012CRYO;32.41434251724839;0.9844538887560391;0.9691494590868879;10.116091730675814
212;MGN40101STKB14042012CRYO;5.803722429870629;0.9097784295064933;0.8276967907953016;24.525249932448308
213;MGE40101STKB14042012CRYO;10.481676130534316;0.9511022086566043;0.9045954113114709;17.991526111873707
214;MGN40127YEMB14042012CRYO;3.815987012453467;0.8590370194417161;0.7379446007713072;30.791369174179877
215;MGE40127YEMB14042012CRYO;7.805338670629012;0.933746518670472;0.8718825611292261;20.97342917310458
216;MGN40424KOLB14042012CRYO;4.1481675593676215;0.8711657130045525;0.7589296995147303;29.405613278484047
217;MGE40424KOLB14042012CRYO;38.68572502708063;0.9869907151916096;0.974150671874445;9.25201418103786
218;MGN40451GRFB14042012CRYO;7.092105154153666;0.9268215268029009;0.8589981425452603;22.0553515753658
219;MGE40451GRFB14042012CRYO;15.714027635398812;0.9676583029321995;0.9363625912336242;14.61155780245851
220;MGN41507RIRB14042012CRYO;4.063594962518745;0.8682813378317067;0.7539124816268183;29.74047003208545
221;MGE41507RIRB14042012CRYO;7.5087138816623815;0.9310324378564827;0.8668214003409853;21.403670695593753
222;MGN41609CADB14042012CRYO;4.336410687107341;0.8771513755766374;0.7693945356759871;28.69937816209344
223;MGE41609CADB14042012CRYO;28.461650096925244;0.9822754209872718;0.9648650026757222;10.803616593987883
224;MGN41703EASB14042012CRYO;3.5921555150835953;0.8494796148720505;0.7216156160831672;31.84488553437645
225;MGE41703EASB14042012CRYO;13.406888272331935;0.9619830957827724;0.9254114765718068;15.849354287214036
226;MGN42202ARFB14042012CRYO;4.011401358118487;0.8664355484087908;0.7507105595464421;29.952967447498946
227;MGE42202ARFB14042012CRYO;26.268082418183678;0.980780804205707;0.9619309858983933;11.251314531822443
228;MGN43001THUB14042012CRYO;4.037414575570841;0.8673619434831374;0.7523167410028453;29.84648744723526
229;MGE43001THUB14042012CRYO;5.427889547888294;0.9031978366708896;0.815766332166975;25.418354766076916
230;MGN49804COBB14042012CRYO;4.050630361548545;0.8678276583480681;0.7531248445938912;29.792827647689865
231;MGE49804COBB14042012CRYO;8.364048601176117;0.9383180034511985;0.8804406756006434;20.229021206538967
232;MGN49914MIAB14042012CRYO;6.394278055553519;0.9184825415233745;0.8436101790832373;23.294761549182777
233;MGE49914MIAB14042012CRYO;40.19202037583103;0.9874813615279531;0.9751194393651;9.07549427319844
234;MGN50107YASB14042012CRYO;10.3471692426165;0.9504500038716333;0.9033552098595877;18.11211776845663
235;MGE50107YASB14042012CRYO;28.600514395470483;0.9823622518703193;0.9650355938997247;10.777042712081133
236;MGN50119MSPB14042012CRYO;4.030300640730402;0.8671098846957863;0.7518795521371398;29.875493232067303
237;MGE50119MSPB14042012CRYO;21.61175082156233;0.9765904341627402;0.9537288760981694;12.421818804940804
238;MGN50207CHAB14042012CRYO;4.074364139881685;0.868655817436858;0.754562929166896;29.69718943431444
239;MGE50207CHAB14042012CRYO;15.121926939174923;0.9663699403244405;0.9338708615626626;14.901367864553121
240;MGN50305BETB14042012CRYO;4.401183495180422;0.8790838340217201;0.7727883872383271;28.467956401749365
241;MGE50305BETB14042012CRYO;21.657275905900587;0.9766402311930636;0.9538261411848409;12.408547932960095
242;MGN66007ROVB14042012CRYO;4.4531426195182515;0.8805904184135079;0.7754394850016769;28.2863325493844
243;MGE66007ROVB14042012CRYO;6.9559144567024545;0.9253309948242175;0.856237449982376;22.281680788161502
244;MGN66018BEMB14042012CRYO;4.320590138755402;0.8766699127969417;0.7685501360033975;28.756770445341616
245;MGE66018BEMB14042012CRYO;5.1136454929079544;0.8969084644294533;0.8044447935651999;26.245371939406155
246;MGN91201KETB14042012CRYO;3.7060055261241507;0.8544985070970481;0.730167698631084;31.295623904222523
247;MGE91201KETB14042012CRYO;13.918752148069666;0.9634077428492519;0.9281544789818902;15.547677470072184
248;MGN91301CRQB14042012CRYO;10.085111257225734;0.9491279838777279;0.9008439297798004;18.354207651280998
249;MGE91301CRQB14042012CRYO;85.362091693214;0.9941253432184451;0.9882851980291915;6.213577504543285
250;MGN91401AMVB14042012CRYO;3.5515117423785414;0.8476023618699234;0.7184297638474726;32.04816116796596
251;MGE91401AMVB14042012CRYO;8.26862815915825;0.9375825052532168;0.8790609541568984;20.350545973890217
252;MGN92201PAUB14042012CRYO;8.044405786345578;0.9357831000585013;0.8756900103550991;20.64496932214682
253;MGE92201PAUB14042012CRYO;34.164017597601045;0.9852560265541378;0.970729437861248;9.850991644421459
254;MGN92301RIMB14042012CRYO;3.259177868081645;0.8325708114250117;0.6931741560369024;33.63626466880968
255;MGE92301RIMB14042012CRYO;6.138660754819963;0.9149306086347272;0.8370980186167124;23.804125520732075
256;MGN92701NOXB14042012CRYO;11.267147649741226;0.9545922650604731;0.9112463925132847;17.332442362367562
257;MGE92701NOXB14042012CRYO;44.30050643148476;0.9886490249939427;0.9774268946214735;8.641037243851734
258;MGN92902FUUB14042012CRYO;3.8173103836398585;0.859089895865138;0.7380354491775736;30.7854504814722
259;MGE92902FUUB14042012CRYO;9.700739823895296;0.9470560061758789;0.8969150788338065;18.727549839371125
260;MGN97205LAOB14042012CRYO;3.466801648031167;0.8435340496438029;0.7115496929084736;32.484790049537445
261;MGE97205LAOB14042012CRYO;6.487067169481168;0.9196994799391538;0.8458471334003499;23.117812574978096
262;MGN97301KRWB14042012CRYO;10.328161601807691;0.9503564319075513;0.9031773476680521;18.129355474604825
263;MGE97301KRWB14042012CRYO;79.40705545143508;0.9936833804591314;0.9874066606006868;6.443307547314657
264;MGN97401REUB14042012CRYO;3.884388467208924;0.8617187587500142;0.7425592191816652;30.489883770719594
265;MGE97401REUB14042012CRYO;33.40537057853511;0.9849186228871816;0.9700646937099822;9.96335165080917
266;MFO41703EASB14042000CRYO;6.869347512513898;0.9243515382809203;0.8544257663223037;22.42922523409007
267;MZB41703EASB14042000CRYO;2.8168882308658985;0.803117886295098;0.6449983392871059;36.571121413140744
268;MFO66007ROVB14042000CRYO;2.5556038591610086;0.7801942375065036;0.6087030482383546;38.721636953891675
269;MZB66007ROVB14042000CRYO;1.2705979984075149;0.4614856557418041;0.21296901045544292;62.5169842259421
270;MFO66018BEMB14042000CRYO;3.5024816249646133;0.8452740102355225;0.7144881523796421;32.298694299619854
271;MZB66018BEMB14042000CRYO;1.3390958556871362;0.5032171201855037;0.25322747004779167;59.78692781192023
272;MFO91201KETB14042000CRYO;4.502643637048261;0.8819910720101789;0.7779082511056645;28.116514072300046
